,Annu_return,algo_volatility,sharpe,IR,hit_rate,sortino,downside_risk,VaR,CVaR,max_drawdown_ret
0,0.04546402947785442,0.0491642223476337,0.8671283766615865,-0.39592650039698285,0.4933218440327445,-1.0469808655936905,1.7315214246643142,0.07684120412858872,0.11735600345056593,0.0857657877126101
1,0.04030457188681622,0.06326586326163873,0.5929106394506133,-0.3547081889649278,0.4795346833261525,-0.9312314142297206,2.157511031395083,0.08887894432236768,0.1457397185096178,0.14141458226666742
0,0.038552220267662626,0.0621807770082996,0.5758049559320282,-0.3162623323671471,0.4933218440327445,-1.0089164812063958,2.067548577215025,0.09240611806578766,0.13973202316287855,0.1403656126934524
0,0.02525628254238543,0.058112152105713494,0.3864071361913374,-0.651301011065111,0.48599741490736753,-1.2318658600922556,2.0063840027058792,0.08998318743933713,0.13373979760092214,0.24392723317808934
0,0.028120093468711586,0.05296072106019448,0.47828567592013915,-0.23543874746405336,0.4967686342093925,-1.319551458409422,1.80918668621508,0.08428403779857593,0.12099477907927624,0.12472666590884326
0,0.03131310559031594,0.061165656759919904,0.466518162426843,-0.9094338616517591,0.47781128823782854,-1.0438955619899783,2.2168178273883368,0.07685918970429939,0.1441572175113158,0.20330201943438017
0,0.014369250378694466,0.062173063224116996,0.18647614992872938,-0.7562502978615029,0.47694959069366655,-1.342315589237187,2.1427181134291637,0.0957958727149992,0.14468212098640248,0.18116027478896238
0,0.055566238596352666,0.05037563414414098,1.0478652419650631,-0.6390252833382856,0.47694959069366655,-0.8753530592232154,1.7104492147840065,0.07694271447778886,0.10879488735133076,0.08635171594306662
0,0.030081028453725754,0.061320563321397854,0.44523388734459723,-0.7813999946206389,0.4808272296423955,-1.1167125696171327,2.106211028171401,0.09400606352388471,0.14190708508177155,0.14973630730880427
0,0.030745544577540564,0.062181764861189974,0.448549183974198,-0.44169342916944576,0.4838431710469625,-1.1038771043434752,2.1158595930136546,0.09365066783987155,0.14644181068704734,0.1192538092836058
0,0.03327844790172295,0.09215533999519755,0.3307263843446397,-0.8419767237642004,0.4795346833261525,-0.724514156907596,3.147499600729175,0.11646707556442987,0.22187902207280982,0.21982428537937101
0,0.028575856276760393,0.05528953697141771,0.4664248298187056,-0.5501766177929921,0.4868591124515295,-1.2756375542943124,1.8773463500228298,0.08657308957601377,0.1275821587165092,0.10515818803292572
0,0.05952633857642919,0.04909558463334732,1.1554023017751407,0.238746677001176,0.5040930633347694,-0.8330422137032493,1.6379297474765901,0.07070817252739896,0.1037589672541613,0.10368551037525606
0,0.049411948260021835,0.054014600964914,0.8630084622198093,-0.157503183180468,0.4842740198190435,-0.9212629092784846,1.826091606361768,0.08251986124556848,0.11821166731726875,0.08006702162715071
0,0.044489362276198166,0.05199131072382697,0.8016033427818439,-0.8294753850613336,0.4864282636794485,-1.0654793678300638,1.7551379715485536,0.07490798387519591,0.11360950063271456,0.10547126494232023
0,0.045112506206318716,0.05234960479485994,0.8073690200134294,-0.3886912828740973,0.4911676001723395,-1.0246823574172685,1.7917576388715908,0.08486259479115704,0.1152648931877665,0.09401933796545633
0,0.07436500091376792,0.05164679245798928,1.3856089243617407,0.11696757836922543,0.5066781559672555,-0.5091442557205421,1.7101632724247848,0.07426454367632869,0.10624286304542101,0.06880478332175213
0,0.061002126154836175,0.059793240981598716,0.9736500398810883,-0.049470809059457464,0.5032313657906075,-0.6697275580476694,1.9932430803070664,0.08899250239683067,0.13020853050865364,0.1285855207943303
0,0.030009815884871748,0.052689062279092355,0.5160774329618346,-1.087980177141941,0.4747953468332615,-1.2987787415283882,1.7836536267993588,0.08158361238077085,0.11725921106355118,0.15402736338569423
0,0.027869129250227,0.05769091657658501,0.43401944675184995,-0.6308807063731725,0.4747953468332615,-1.2268127168764722,1.9621864065792818,0.09153586304678869,0.12848528109357288,0.09925160119010622
0,0.05643405679238732,0.05585828562504916,0.9592972220629341,-0.0649508668964881,0.5015079707022835,-0.7734527374561866,1.8955508346205567,0.08467907334425738,0.12191944497900616,0.1212975323459187
0,0.008917812172201863,0.06884371598760791,0.08821079919792248,-0.7665659105374519,0.4666092201637225,-1.2918222836467632,2.363616076827671,0.09868599847422838,0.16325156556393497,0.19534995216869822
0,0.07007915920117427,0.05503903734239026,1.2224499440291445,-0.35765145450341684,0.4959069366652305,-0.5371271314727885,1.8868154045258627,0.08329537167317948,0.12189788254956349,0.1094106886414329
0,-0.4416620204640994,1.1044289180849263,-0.4024428727987821,-0.48871718205771975,0.48168892718655754,-0.3757665540496192,50.513051222403014,0.08635369501944887,1.1547252628707925,0.9909279641628143
0,0.024849872977626763,0.056788060819257406,0.38870496266604854,-0.8101215937479117,0.4752261956053425,-1.2784277506130128,1.9660981623991347,0.08827452113919845,0.13260439313778696,0.17484074318292425
0,0.05581786240489308,0.05506925238900487,0.9617537269397117,-0.46373643725817687,0.4791038345540715,-0.8091193675607172,1.8468720861448245,0.0822716331136344,0.11866040036731035,0.06595996879386096
0,0.0161003638683983,0.054997399506874475,0.24120947428844342,-0.948168045925717,0.49375269280482553,-1.4946241417593606,1.8670096679490078,0.08745443251749097,0.12318408110530428,0.17340033648894548
0,0.05502064375032379,0.051076361900505254,1.022693344426789,-0.270691498802899,0.4933218440327445,-0.8843620646102335,1.7207834715379537,0.07657331746003027,0.11099365782956608,0.06028836967011502
0,0.05492206078872287,0.0621013541643395,0.8381771913747279,-0.056446561483195996,0.4924601464885825,-0.7622746680892148,2.013602496596251,0.09268947097845706,0.1328714803644014,0.0813737620757501
0,0.0320792121238401,0.05981527221784026,0.4898823491018312,-0.3127378235338097,0.4959069366652305,-1.0899522489678333,2.071821612377576,0.0896312648500993,0.13817054849958862,0.11755600666823487
0,0.05850055911001697,0.058789807276210075,0.9475925060156023,-0.5977578018943289,0.4765187419215855,-0.7009013652740557,2.0026437929420053,0.08886048194196511,0.13222061600642468,0.09460242828361061
0,0.035444522879720795,0.0543320810608884,0.6015007488607607,-0.19971220292773675,0.4872899612236105,-1.1727265760129932,1.8324236613131013,0.08198951875364698,0.11395191484505367,0.10053053458992299
0,0.07286027959653595,0.08214630341607398,0.8529354039318728,-0.05840384851146838,0.4950452391210685,-0.36918336772118243,2.54595939633483,0.07426053267843455,0.16668848427092026,0.1550678681273597
0,0.06288427395769688,0.061054303696180666,0.9842960105137935,0.16620527527996376,0.4954760878931495,-0.6234503053485355,2.033706754383713,0.08961540642599466,0.1335375770858221,0.1126331904420176
0,-0.071949734102227,0.13482866358909967,-0.5542722237502452,-1.1997951178049673,0.47264110297285655,-1.1252767380123887,5.268080067142145,0.13125856723901713,0.31839255556011287,0.6760483344115122
0,0.041720897250329916,0.06814422723711021,0.5714144942436159,-0.3657327578044076,0.48944420508401554,-0.8501746291588604,2.3255866330955177,0.09638243286961468,0.15636389242017354,0.20077169604117873
0,0.04258832517246126,0.05347540318098809,0.7444909593607498,-0.7014502733055505,0.4872899612236105,-1.0482822354987862,1.8168813817494271,0.0860169345662563,0.11824719786949449,0.0888252431144925
0,0.043881068954047434,0.055633953651345505,0.7378739363198005,0.13871175468535277,0.5096940973718225,-0.9787177929647322,1.9242963619989897,0.08710922323471797,0.1263419711714896,0.11487089353202337
0,0.07387579491927881,0.0471491269698437,1.507602063978714,0.1673693413265894,0.5092632485997415,-0.5512482383909613,1.601145309289854,0.07223417022543785,0.10055509594921845,0.07502825793395419
