Date,nasdaq100,world_bond,us_bond,reits,emerg_equity,commodity,S&P500,Interest_rate
2001-01-31,2593.0,101.14700317382812,945.9000244140625,89.80999755859375,379.0199890136719,3927.75,1902.550048828125,5.421249866485596
2001-02-01,2607.159912109375,101.177001953125,949.280029296875,89.72000122070312,377.6400146484375,4071.39990234375,1913.1099853515625,5.389999866485596
2001-02-02,2472.179931640625,101.06300354003906,945.8499755859375,89.41999816894531,376.7300109863281,4205.27001953125,1879.68994140625,5.397500038146973
2001-02-05,2467.300048828125,101.22200012207031,945.6900024414062,89.33999633789062,370.3299865722656,4066.780029296875,1886.47998046875,5.409999847412109
2001-02-06,2473.239990234375,101.177001953125,943.7899780273438,89.2699966430664,371.5,4069.35009765625,1883.719970703125,5.409999847412109
2001-02-07,2409.659912109375,101.34200286865234,944.2899780273438,88.9000015258789,365.510009765625,4174.52001953125,1868.2900390625,5.409999847412109
2001-02-08,2355.669921875,101.28099822998047,944.2100219726562,88.54000091552734,367.760009765625,4188.4599609375,1856.6600341796875,5.408750057220459
2001-02-09,2261.77001953125,101.43800354003906,946.7899780273438,87.83999633789062,368.17999267578125,4151.43994140625,1831.9599609375,5.409999847412109
2001-02-12,2286.85009765625,101.45800018310547,945.7899780273438,87.95999908447266,368.6499938964844,4081.0,1853.6500244140625,5.387499809265137
2001-02-13,2208.39990234375,101.55899810791016,944.52001953125,87.81999969482422,370.42999267578125,4095.179931640625,1837.77001953125,5.388750076293945
2001-02-14,2305.820068359375,101.47599792480469,942.75,87.9800033569336,369.05999755859375,4024.3798828125,1834.0999755859375,5.400000095367432
2001-02-15,2371.0400390625,101.36100006103516,940.7899780273438,88.11000061035156,372.7099914550781,3969.969970703125,1849.1500244140625,5.412499904632568
2001-02-16,2212.510009765625,101.43699645996094,944.3099975585938,87.9000015258789,369.2099914550781,3987.60009765625,1814.219970703125,5.409999847412109
2001-02-20,2095.110107421875,101.50299835205078,944.7999877929688,87.77999877929688,366.3299865722656,3950.469970703125,1782.75,5.380000114440918
2001-02-21,2058.5400390625,101.54299926757812,943.47998046875,87.19000244140625,357.0299987792969,3917.760009765625,1749.8599853515625,5.369999885559082
2001-02-22,2032.4200439453125,101.41000366210938,943.780029296875,86.37000274658203,350.4200134277344,3924.969970703125,1746.5,5.34499979019165
2001-02-23,2056.06005859375,101.5530014038086,945.8400268554688,86.73999786376953,348.0899963378906,3941.669921875,1736.8199462890625,5.300000190734863
2001-02-26,2097.639892578125,101.66799926757812,948.0499877929688,87.5,351.239990234375,3902.830078125,1767.2900390625,5.193749904632568
2001-02-27,1964.52001953125,101.9000015258789,952.010009765625,87.77999877929688,350.1000061035156,3907.530029296875,1753.8800048828125,5.103750228881836
2001-02-28,1908.3199462890625,102.00399780273438,954.1400146484375,88.16999816894531,349.0199890136719,3872.929931640625,1729.0799560546875,5.052499771118164
2001-03-01,1968.02001953125,102.23999786376953,955.9199829101562,88.94000244140625,347.3399963378906,3887.72998046875,1730.9200439453125,5.088749885559082
2001-03-02,1881.3399658203125,102.21299743652344,952.4099731445312,89.4800033569336,344.010009765625,3913.47998046875,1721.0899658203125,5.082499980926514
2001-03-05,1916.6800537109375,102.16400146484375,952.3900146484375,89.3499984741211,345.75,3980.1201171875,1731.4200439453125,5.079999923706055
2001-03-06,1976.31005859375,102.23500061035156,952.530029296875,89.5,348.5799865722656,3965.719970703125,1748.739990234375,5.090000152587891
2001-03-07,1996.22998046875,102.35900115966797,955.3900146484375,89.79000091552734,349.5299987792969,4006.5400390625,1760.3599853515625,5.073750019073486
2001-03-08,1938.1500244140625,102.43399810791016,956.6900024414062,90.0,350.5899963378906,3958.580078125,1764.3900146484375,5.059999942779541
2001-03-09,1813.02001953125,102.35700225830078,954.9500122070312,89.77999877929688,346.42999267578125,3909.5,1720.7099609375,5.039999961853027
2001-03-12,1680.6400146484375,102.46700286865234,955.4299926757812,89.25,335.0799865722656,3915.0400390625,1646.4200439453125,5.057499885559082
2001-03-13,1789.699951171875,102.43499755859375,954.8300170898438,89.29000091552734,332.0199890136719,3871.639892578125,1671.18994140625,5.033750057220459
2001-03-14,1745.0799560546875,102.66300201416016,958.3300170898438,88.73999786376953,328.6199951171875,3775.159912109375,1628.02001953125,5.019999980926514
2001-03-15,1697.9200439453125,102.7770004272461,959.8200073242188,88.37000274658203,328.9599914550781,3766.110107421875,1637.6099853515625,4.942500114440918
2001-03-16,1647.510009765625,102.91999816894531,961.5900268554688,88.0199966430664,326.44000244140625,3773.35009765625,1605.47998046875,4.900000095367432
2001-03-19,1730.4599609375,102.875,959.8599853515625,88.83000183105469,323.25,3740.8701171875,1633.81005859375,4.880000114440918
2001-03-20,1614.469970703125,102.85099792480469,961.97998046875,88.48999786376953,322.4800109863281,3749.89990234375,1594.5,4.886250019073486
2001-03-21,1605.0400390625,103.13600158691406,962.969970703125,87.7699966430664,322.2200012207031,3770.5,1565.97998046875,4.869999885559082
2001-03-22,1701.9000244140625,103.27400207519531,964.8200073242188,87.36000061035156,315.0,3757.610107421875,1559.6500244140625,4.856249809265137
2001-03-23,1705.02001953125,103.0979995727539,961.7899780273438,87.44999694824219,317.19000244140625,3826.389892578125,1590.699951171875,4.860000133514404
2001-03-26,1676.9000244140625,103.0999984741211,960.510009765625,88.75,322.3999938964844,3847.330078125,1608.6500244140625,4.868750095367432
2001-03-27,1735.699951171875,102.96900177001953,955.6199951171875,88.70999908447266,321.8800048828125,3908.110107421875,1649.7900390625,4.860000133514404
2001-03-28,1602.219970703125,102.78700256347656,956.27001953125,87.87000274658203,319.3299865722656,3793.2099609375,1609.6700439453125,4.902500152587891
2001-03-29,1563.1400146484375,102.74199676513672,956.9199829101562,88.30000305175781,313.6199951171875,3764.0400390625,1602.260009765625,4.87624979019165
2001-03-30,1573.25,102.88099670410156,958.9299926757812,89.16000366210938,313.1400146484375,3721.1298828125,1619.5400390625,4.878749847412109
2001-04-02,1516.5799560546875,102.78099822998047,958.2000122070312,89.3499984741211,308.0799865722656,3688.72998046875,1599.3599853515625,4.840000152587891
2001-04-03,1399.050048828125,102.82099914550781,959.1699829101562,88.37000274658203,300.8500061035156,3742.489990234375,1544.3499755859375,4.846250057220459
2001-04-04,1370.75,102.83599853515625,960.1300048828125,88.2699966430664,297.010009765625,3833.68994140625,1540.1700439453125,4.809999942779541
2001-04-05,1519.050048828125,102.8550033569336,958.6199951171875,89.2699966430664,302.05999755859375,3870.969970703125,1607.4599609375,4.803750038146973
2001-04-06,1448.1600341796875,103.0469970703125,962.469970703125,88.08999633789062,304.9800109863281,3842.530029296875,1575.7099609375,4.806250095367432
2001-04-09,1481.219970703125,103.03700256347656,961.3800048828125,88.41000366210938,303.3999938964844,3875.47998046875,1588.5,4.741250038146973
2001-04-10,1597.8699951171875,102.88800048828125,956.02001953125,88.55000305175781,306.42999267578125,3976.610107421875,1631.68994140625,4.739999771118164
2001-04-11,1647.3599853515625,102.6709976196289,955.3800048828125,87.16000366210938,310.7200012207031,3952.60009765625,1628.22998046875,4.760000228881836
2001-04-12,1714.2900390625,102.43199920654297,954.1699829101562,87.3499984741211,312.45001220703125,3966.610107421875,1652.8299560546875,4.778749942779541
2001-04-17,1671.510009765625,102.38600158691406,953.280029296875,88.16999816894531,310.0199890136719,3984.75,1664.43994140625,4.808750152587891
2001-04-18,1830.7900390625,102.2959976196289,957.6599731445312,89.13999938964844,319.489990234375,3958.969970703125,1729.260009765625,4.827499866485596
2001-04-19,1953.280029296875,102.27400207519531,953.4199829101562,89.19999694824219,324.2300109863281,3930.659912109375,1750.97998046875,4.409999847412109
2001-04-20,1933.5699462890625,102.3949966430664,954.1099853515625,89.0199966430664,319.1099853515625,3896.419921875,1736.02001953125,4.417500019073486
2001-04-23,1811.8900146484375,102.60199737548828,957.3900146484375,88.83000183105469,317.57000732421875,3890.820068359375,1710.010009765625,4.383749961853027
2001-04-24,1762.2099609375,102.56199645996094,957.0599975585938,88.79000091552734,317.9800109863281,3843.860107421875,1689.22998046875,4.360000133514404
2001-04-25,1814.3299560546875,102.58100128173828,955.4600219726562,89.2300033569336,318.9800109863281,3862.919921875,1716.1700439453125,4.340000152587891
2001-04-26,1763.3299560546875,102.80400085449219,958.739990234375,90.12000274658203,322.3299865722656,3934.489990234375,1724.3800048828125,4.340000152587891
2001-04-27,1810.469970703125,102.68099975585938,954.0999755859375,91.0999984741211,323.7300109863281,3917.469970703125,1750.3199462890625,4.31374979019165
2001-04-30,1855.1500244140625,102.49800109863281,954.9500122070312,91.12999725341797,327.7099914550781,3920.969970703125,1745.3900146484375,4.336249828338623
2001-05-01,1919.010009765625,102.48300170898438,957.0700073242188,91.33999633789062,327.6600036621094,3951.320068359375,1769.1199951171875,4.340000152587891
2001-05-02,1962.4200439453125,102.5250015258789,958.0700073242188,90.76000213623047,331.05999755859375,3867.550048828125,1770.6600341796875,4.307499885559082
2001-05-03,1877.800048828125,102.63600158691406,961.5900268554688,90.75,331.42999267578125,3924.2900390625,1744.5400390625,4.298749923706055
2001-05-04,1923.81005859375,102.75299835205078,962.8200073242188,90.77999877929688,329.54998779296875,3921.22998046875,1769.780029296875,4.269999980926514
2001-05-08,1929.239990234375,102.9209976196289,962.1300048828125,90.36000061035156,328.55999755859375,3838.219970703125,1762.4100341796875,4.098750114440918
2001-05-09,1876.8699951171875,103.05999755859375,964.1400146484375,90.44000244140625,328.3299865722656,3868.75,1754.719970703125,4.085000038146973
2001-05-10,1838.3199462890625,103.18800354003906,960.0599975585938,90.33999633789062,328.1499938964844,3897.39990234375,1754.4599609375,4.059999942779541
2001-05-11,1821.199951171875,103.09300231933594,952.030029296875,90.45999908447266,326.9700012207031,3877.14990234375,1741.3299560546875,4.070000171661377
2001-05-14,1795.06005859375,102.96800231933594,955.22998046875,90.6500015258789,323.2300109863281,3884.550048828125,1746.010009765625,4.121250152587891
2001-05-15,1796.81005859375,102.89299774169922,954.2100219726562,90.94999694824219,321.6199951171875,3924.68994140625,1746.75,4.103129863739014
2001-05-16,1899.469970703125,102.96399688720703,955.9600219726562,91.48999786376953,323.19000244140625,3887.570068359375,1796.719970703125,4.03000020980835
2001-05-17,1925.1400146484375,102.97899627685547,957.0399780273438,91.88999938964844,332.05999755859375,3898.3798828125,1801.6300048828125,4.039999961853027
2001-05-18,1927.6500244140625,103.00399780273438,957.9099731445312,92.27999877929688,333.5,3978.639892578125,1806.8299560546875,4.054999828338623
2001-05-21,2052.570068359375,102.9260025024414,958.4299926757812,92.62000274658203,335.3999938964844,3963.360107421875,1836.02001953125,4.076250076293945
2001-05-22,2042.9300537109375,102.90499877929688,958.4099731445312,93.12999725341797,337.0299987792969,3938.889892578125,1831.199951171875,4.074999809265137
2001-05-23,1957.56005859375,102.9010009765625,958.7100219726562,93.44999694824219,338.32000732421875,3922.22998046875,1802.8399658203125,4.070000171661377
2001-05-24,2003.3699951171875,102.95600128173828,955.030029296875,94.05000305175781,337.1199951171875,3849.679931640625,1808.6400146484375,4.056250095367432
2001-05-25,1960.739990234375,102.90299987792969,955.3099975585938,93.95999908447266,335.55999755859375,3820.419921875,1787.280029296875,4.03000020980835
2001-05-29,1873.530029296875,103.0270004272461,955.4000244140625,93.72000122070312,334.5799865722656,3819.2099609375,1773.4599609375,4.0
2001-05-30,1779.0,103.06900024414062,955.6599731445312,93.0199966430664,331.1600036621094,3822.080078125,1746.1099853515625,4.0
2001-05-31,1799.8900146484375,103.1050033569336,960.7100219726562,93.2699966430664,330.5400085449219,3809.280029296875,1757.0899658203125,3.990000009536743
2001-06-01,1840.8299560546875,103.33300018310547,962.5900268554688,93.61000061035156,329.44000244140625,3795.9599609375,1763.8699951171875,3.942500114440918
2001-06-04,1838.8399658203125,103.36199951171875,964.280029296875,94.08999633789062,330.4800109863281,3805.389892578125,1772.9200439453125,3.940000057220459
2001-06-05,1923.9000244140625,103.5270004272461,967.1699829101562,94.56999969482422,329.20001220703125,3802.929931640625,1795.9599609375,3.940000057220459
2001-06-06,1903.8399658203125,103.45500183105469,967.4600219726562,94.72000122070312,330.7099914550781,3759.969970703125,1777.25,3.927500009536743
2001-06-07,1963.31005859375,103.41799926757812,965.739990234375,94.95999908447266,331.3800048828125,3753.179931640625,1786.989990234375,3.9181299209594727
2001-06-08,1896.219970703125,103.37999725341797,963.8200073242188,94.68000030517578,334.6400146484375,3805.239990234375,1770.2099609375,3.9156301021575928
2001-06-11,1846.5,103.48300170898438,966.4299926757812,95.51000213623047,332.6700134277344,3862.18994140625,1755.4300537109375,3.9100000858306885
2001-06-12,1852.030029296875,103.45600128173828,968.5900268554688,96.36000061035156,331.57000732421875,3890.360107421875,1757.47998046875,3.898750066757202
2001-06-13,1790.2099609375,103.47100067138672,968.510009765625,96.5199966430664,331.010009765625,3855.070068359375,1737.93994140625,3.890000104904175
2001-06-14,1711.3900146484375,103.63500213623047,970.27001953125,96.44999694824219,329.1300048828125,3854.580078125,1707.56005859375,3.877500057220459
2001-06-15,1701.530029296875,103.66500091552734,969.25,96.38999938964844,326.989990234375,3809.25,1699.8499755859375,3.851249933242798
2001-06-18,1666.489990234375,103.74099731445312,968.9099731445312,96.79000091552734,320.5199890136719,3742.469970703125,1691.5899658203125,3.7868800163269043
2001-06-19,1675.9000244140625,103.73600006103516,969.1500244140625,96.56999969482422,320.4200134277344,3745.989990234375,1697.4100341796875,3.757499933242798
2001-06-20,1721.56005859375,103.7760009765625,970.1699829101562,97.36000061035156,319.30999755859375,3627.139892578125,1712.260009765625,3.75
2001-06-21,1751.219970703125,103.8949966430664,971.0999755859375,97.48999786376953,321.8999938964844,3627.340087890625,1731.75,3.7387499809265137
2001-06-22,1727.469970703125,103.96600341796875,974.6300048828125,97.0199966430664,322.6300048828125,3634.72998046875,1715.3900146484375,3.7300000190734863
2001-06-25,1743.9000244140625,104.04900360107422,974.47998046875,96.79000091552734,322.2799987792969,3633.889892578125,1705.93994140625,3.7049999237060547
2001-06-26,1751.6199951171875,103.99600219726562,971.2999877929688,97.75,320.8800048828125,3621.14990234375,1703.3699951171875,3.700000047683716
2001-06-27,1756.02001953125,104.03700256347656,970.3300170898438,97.45999908447266,321.25,3508.6201171875,1695.6099853515625,3.7100000381469727
2001-06-28,1808.93994140625,103.95999908447266,966.3200073242188,98.01000213623047,319.2699890136719,3495.5400390625,1716.81005859375,3.7899999618530273
2001-06-29,1832.75,103.6719970703125,964.3400268554688,98.68000030517578,322.8900146484375,3533.7099609375,1714.3199462890625,3.836250066757202
2001-07-02,1827.0699462890625,103.60600280761719,967.5,98.6500015258789,323.5400085449219,3508.60009765625,1731.530029296875,3.8299999237060547
2001-07-03,1822.1600341796875,103.4990005493164,965.969970703125,98.6500015258789,320.8399963378906,3522.27001953125,1728.6500244140625,3.819999933242798
2001-07-05,1751.0,103.63400268554688,965.0800170898438,98.5199966430664,316.42999267578125,3560.31005859375,1707.6800537109375,3.819999933242798
2001-07-06,1668.5899658203125,103.7770004272461,967.3699951171875,98.29000091552734,311.4200134277344,3645.699951171875,1667.9000244140625,3.809999942779541
2001-07-09,1697.050048828125,103.54499816894531,968.9099731445312,97.25,309.3299865722656,3608.530029296875,1679.4000244140625,3.7899999618530273
2001-07-10,1624.949951171875,103.5999984741211,971.3099975585938,96.69999694824219,307.20001220703125,3608.2900390625,1655.31005859375,3.7899999618530273
2001-07-11,1641.56005859375,103.83999633789062,970.9500122070312,96.30999755859375,300.9100036621094,3601.3798828125,1653.5400390625,3.759999990463257
2001-07-12,1750.1300048828125,103.83000183105469,972.739990234375,96.88999938964844,303.5299987792969,3619.43994140625,1692.72998046875,3.7699999809265137
2001-07-13,1751.1099853515625,103.7750015258789,972.6199951171875,97.25,301.8399963378906,3570.64990234375,1703.31005859375,3.7587499618530273
2001-07-16,1685.739990234375,103.75199890136719,974.9600219726562,97.13999938964844,299.1600036621094,3529.75,1684.77001953125,3.759999990463257
2001-07-17,1729.550048828125,103.75700378417969,975.4000244140625,97.80999755859375,299.2200012207031,3540.280029296875,1701.5699462890625,3.759999990463257
2001-07-18,1666.8699951171875,103.88800048828125,980.030029296875,97.83999633789062,297.3800048828125,3477.35009765625,1692.27001953125,3.759999990463257
2001-07-19,1695.8900146484375,103.85800170898438,979.8300170898438,97.98999786376953,297.9800109863281,3445.52001953125,1702.52001953125,3.7100000381469727
2001-07-20,1676.4599609375,103.99299621582031,979.780029296875,97.8499984741211,297.69000244140625,3495.969970703125,1696.6700439453125,3.708750009536743
2001-07-23,1629.9300537109375,104.04100036621094,980.760009765625,97.38999938964844,297.54998779296875,3507.419921875,1668.9000244140625,3.700000047683716
2001-07-24,1604.8599853515625,104.00599670410156,981.6599731445312,96.91000366210938,295.55999755859375,3516.72998046875,1641.760009765625,3.700000047683716
2001-07-25,1627.8599853515625,104.01000213623047,979.1300048828125,97.0199966430664,295.7200012207031,3585.139892578125,1668.1600341796875,3.700000047683716
2001-07-26,1673.3900146484375,104.13800048828125,980.1500244140625,97.3499984741211,298.6400146484375,3573.68994140625,1685.6199951171875,3.7049999237060547
2001-07-27,1683.1800537109375,104.30699920654297,982.7100219726562,97.1500015258789,299.95001220703125,3586.169921875,1689.7900390625,3.6962499618530273
2001-07-30,1670.030029296875,104.32499694824219,984.1799926757812,96.44000244140625,300.7699890136719,3567.590087890625,1688.030029296875,3.6787500381469727
2001-07-31,1683.6099853515625,104.36900329589844,985.9000244140625,96.56999969482422,301.6700134277344,3542.169921875,1697.449951171875,3.6700000762939453
2001-08-01,1729.530029296875,104.36299896240234,984.8800048828125,97.06999969482422,303.42999267578125,3538.919921875,1704.239990234375,3.65625
2001-08-02,1751.449951171875,104.322998046875,982.1900024414062,97.4800033569336,306.95001220703125,3613.489990234375,1711.1700439453125,3.6500000953674316
2001-08-03,1725.9000244140625,104.32599639892578,981.469970703125,97.79000091552734,306.8900146484375,3578.780029296875,1702.4300537109375,3.65625
2001-08-06,1702.8399658203125,104.29399871826172,982.3200073242188,98.06999969482422,304.75,3590.22998046875,1683.030029296875,3.6500000953674316
2001-08-07,1696.3699951171875,104.21199798583984,982.5,98.47000122070312,302.82000732421875,3607.6201171875,1688.5999755859375,3.643749952316284
2001-08-08,1626.199951171875,104.3740005493164,987.0800170898438,98.68000030517578,303.17999267578125,3588.909912109375,1659.5799560546875,3.637500047683716
2001-08-09,1628.9200439453125,104.61499786376953,985.989990234375,98.94000244140625,300.5,3590.93994140625,1659.760009765625,3.5950000286102295
2001-08-10,1617.449951171875,104.83799743652344,987.7000122070312,99.80000305175781,301.69000244140625,3628.77001953125,1669.2099609375,3.588749885559082
2001-08-13,1653.27001953125,104.88999938964844,988.9500122070312,99.70999908447266,302.8500061035156,3626.739990234375,1670.9599609375,3.569999933242798
2001-08-14,1629.949951171875,104.85900115966797,988.5499877929688,100.29000091552734,305.92999267578125,3639.320068359375,1664.6099853515625,3.559999942779541
2001-08-15,1572.030029296875,104.90699768066406,987.5499877929688,101.08999633789062,305.69000244140625,3640.7099609375,1652.7099609375,3.559999942779541
2001-08-16,1581.97998046875,104.92400360107422,989.030029296875,101.33999633789062,304.9700012207031,3613.06005859375,1657.8800048828125,3.5612499713897705
2001-08-17,1516.5799560546875,105.052001953125,992.25,101.5199966430664,300.45001220703125,3541.179931640625,1630.3499755859375,3.547499895095825
2001-08-20,1535.989990234375,104.9800033569336,989.9600219726562,102.11000061035156,297.3999938964844,3549.85009765625,1643.5899658203125,3.528749942779541
2001-08-21,1480.739990234375,104.88700103759766,991.1099853515625,102.83999633789062,297.6499938964844,3583.969970703125,1623.739990234375,3.5274999141693115
2001-08-22,1515.4100341796875,104.91899871826172,991.2100219726562,102.87999725341797,298.57000732421875,3544.010009765625,1635.1600341796875,3.512500047683716
2001-08-23,1496.97998046875,104.8550033569336,992.75,102.83000183105469,298.25,3565.1201171875,1630.6700439453125,3.512500047683716
2001-08-24,1579.6199951171875,104.78500366210938,991.6699829101562,102.12000274658203,298.739990234375,3582.72998046875,1662.739990234375,3.5174999237060547
2001-08-28,1526.300048828125,104.98999786376953,994.8699951171875,101.94999694824219,301.3500061035156,3578.469970703125,1629.9100341796875,3.5250000953674316
2001-08-29,1499.760009765625,105.03500366210938,997.6799926757812,101.19000244140625,301.8699951171875,3577.570068359375,1612.050048828125,3.5
2001-08-30,1453.9000244140625,105.19599914550781,997.739990234375,100.25,300.1099853515625,3527.989990234375,1584.77001953125,3.490000009536743
2001-08-31,1469.699951171875,105.16799926757812,997.1900024414062,100.0199966430664,298.1700134277344,3576.030029296875,1591.1800537109375,3.4625000953674316
2001-09-04,1424.1199951171875,104.8499984741211,990.530029296875,99.8499984741211,297.05999755859375,3549.419921875,1590.2900390625,3.466249942779541
2001-09-05,1415.300048828125,104.86100006103516,991.6500244140625,99.63999938964844,294.989990234375,3563.02001953125,1588.9300537109375,3.5199999809265137
2001-09-06,1361.68994140625,104.9990005493164,996.1099853515625,98.56999969482422,291.19000244140625,3594.929931640625,1553.4100341796875,3.5199999809265137
2001-09-07,1354.27001953125,105.16799926757812,998.5499877929688,97.63999938964844,290.1600036621094,3640.919921875,1524.469970703125,3.4862499237060547
2001-09-10,1365.3900146484375,105.11699676513672,997.260009765625,97.44000244140625,287.6099853515625,3611.18994140625,1533.97998046875,3.359999895095825
2001-09-17,1252.699951171875,105.68800354003906,1003.5599975585938,94.26000213623047,256.5899963378906,3692.35009765625,1459.0,3.109999895095825
2001-09-18,1224.6400146484375,105.71600341796875,1000.489990234375,95.23999786376953,257.8599853515625,3576.969970703125,1450.5400390625,2.9649999141693115
2001-09-19,1208.22998046875,105.70099639892578,1002.8800048828125,94.26000213623047,259.7099914550781,3466.89990234375,1427.25,2.783129930496216
2001-09-20,1166.27001953125,105.60299682617188,1000.969970703125,92.19000244140625,252.36000061035156,3450.419921875,1382.9300537109375,2.6024999618530273
2001-09-21,1126.949951171875,105.61000061035156,1002.469970703125,90.72000122070312,245.63999938964844,3396.840087890625,1356.6099853515625,2.615000009536743
2001-09-24,1191.02001953125,105.56700134277344,1002.2999877929688,91.54000091552734,248.38999938964844,3099.219970703125,1409.5,2.5999999046325684
2001-09-25,1187.77001953125,105.6989974975586,1003.8400268554688,92.8499984741211,247.27999877929688,3091.330078125,1421.9100341796875,2.5999999046325684
2001-09-26,1172.1099853515625,105.70099639892578,1006.760009765625,93.9000015258789,247.49000549316406,3136.25,1415.010009765625,2.591249942779541
2001-09-27,1144.27001953125,105.84400177001953,1009.72998046875,94.66999816894531,247.52000427246094,3152.570068359375,1431.2900390625,2.5999999046325684
2001-09-28,1168.3699951171875,105.77999877929688,1008.8099975585938,96.16999816894531,251.39999389648438,3184.239990234375,1462.68994140625,2.5899999141693115
2001-10-01,1151.239990234375,105.87100219726562,1010.1799926757812,96.13999938964844,250.2899932861328,3163.580078125,1459.3299560546875,2.5999999046325684
2001-10-02,1159.3699951171875,106.08799743652344,1012.5999755859375,95.5,248.3300018310547,3127.449951171875,1477.2900390625,2.5924999713897705
2001-10-03,1249.4100341796875,106.20500183105469,1014.02001953125,94.06999969482422,247.0500030517578,3093.070068359375,1507.030029296875,2.5
2001-10-04,1260.6600341796875,106.2040023803711,1014.0800170898438,95.18000030517578,251.92999267578125,3144.7099609375,1503.31005859375,2.5
2001-10-05,1271.72998046875,106.25499725341797,1014.260009765625,94.79000091552734,252.7899932861328,3106.340087890625,1506.1099853515625,2.481250047683716
2001-10-09,1244.56005859375,106.1520004272461,1011.77001953125,95.19999694824219,254.2100067138672,3110.239990234375,1485.6300048828125,2.4312500953674316
2001-10-10,1304.6800537109375,106.1510009765625,1012.2000122070312,95.79000091552734,257.1700134277344,3119.780029296875,1519.77001953125,2.430000066757202
2001-10-11,1389.8699951171875,106.11399841308594,1009.5800170898438,96.62999725341797,264.20001220703125,3170.489990234375,1542.97998046875,2.430000066757202
2001-10-12,1393.8399658203125,106.13700103759766,1010.2000122070312,96.37999725341797,262.8599853515625,3085.360107421875,1534.8599853515625,2.456249952316284
2001-10-15,1378.9200439453125,106.25800323486328,1013.1199951171875,96.98999786376953,261.739990234375,3047.72998046875,1532.52001953125,2.4312500953674316
2001-10-16,1404.81005859375,106.36399841308594,1015.25,96.05000305175781,264.25,3058.050048828125,1543.1500244140625,2.4200000762939453
2001-10-17,1314.800048828125,106.30999755859375,1016.0,95.41999816894531,266.3599853515625,3032.06005859375,1514.5,2.4100000858306885
2001-10-18,1330.3299560546875,106.40699768066406,1016.4299926757812,94.61000061035156,263.3699951171875,2997.699951171875,1502.6099853515625,2.390000104904175
2001-10-19,1347.5899658203125,106.4219970703125,1015.010009765625,93.93000030517578,264.010009765625,3063.56005859375,1509.4599609375,2.3662500381469727
2001-10-22,1383.0699462890625,106.48200225830078,1015.3599853515625,92.68000030517578,265.1099853515625,3060.18994140625,1532.550048828125,2.3524999618530273
2001-10-23,1384.06005859375,106.5009994506836,1014.6900024414062,92.62999725341797,266.9700012207031,3029.909912109375,1525.3499755859375,2.3499999046325684
